TeilObjNum;Name
BL2020030;Nänzligenweid
BL2020029;Nänzligenweid
BL2020028;Nänzligenweid
BL2020034;Nänzligenweid
BL2020033;Nänzligenweid
BL2020031;Nänzligenweid
BL2020032;Nänzligenweid
BL2030014;Blaue Räbe
BL2030015;Blaue Räbe
BL2030017;Blauenweide
BL2030019;Blauenweide
BL2030020;Blauenweide
BL2030018;Blauenweide
BL2030016;Blauenweide
BL2030021;Blauenweide
BL2030013;Blauenweide
BL3040048;Helfenbergrütenen
BL3040049;Helfenbergrütenen
BL2030008;Rehhagweid
BL2030007;Rehhagweid
BL2030005;Rehhagweid
BL2030006;Rehhagweid
BL2030010;Wald
BL2030009;Wald
BL2020036;Dürstel
BL2030002;Mälste
BL2030003;Mälste
BL2030001;Mälste
BL2030004;Bächle
BL2030507;Bälweid
BL3010005;Bälweid
BL3010008;Bälweid
BL3010004;Bälweid
BL3010006;Bälweid
BL2030508;Bälweid
BL3010007;Bälweid
BL3010020;Hagnau
BL3010021;Hagnau
BL3050013;Arten
BL3050015;Arten
BL3050014;Arten
BL3050012;Arten
BL2020040;Vogelberg
BL2020044;Bärengraben
BL3040052;Emlis
BL3040053;Emlis
BL3040051;Emlis
BL3040054;Emlis
BL3070026;Emlis
BL2020039;Wasserfallen
BL2020037;Wasserfallen
BL2020038;Wasserfallen
BL3050009;Richtacher
BL2030011;Richtacher
BL3050025;Richtacher
BL2030012;Richtacher
BL3050010;Richtacher
BL3050024;Richtacher
BL3010024;Häxenblätz
BL3070021;Häxenblätz
BL3040011;Rüti
BL3040012;Rüti
BL3040013;Rüti
BL3040009;Rüti
BL3040008;Rüti
BL3040007;Rüti
BL3040010;Rüti
BL3040005;Rüti
BL3040004;Rüti
BL3040006;Rüti
BL3050039;Löli
BL3050038;Löli
BL3050037;Löli
BL3050036;Löli
BL3040021;Hard
BL3040022;Hard
BL3040023;Hard
BL3040024;Hard
BL3040043;Reinacherheide
BL3040045;Reinacherheide
BL3040042;Reinacherheide
BL3040044;Reinacherheide
BL3040041;Reinacherheide
BL3070022;Reinacherheide
BL3040058;Ulmet
BL3040057;Mittlere Romaiweid
BL3040056;Mittlere Romaiweid
BL2020043;Mittlere Romaiweid
BL2020042;Chliweidli
BL3070004;Chliweidli
BL2020041;Chliweidli
BL3010022;Brügglingen
BL3050019;Rumpel
BL3050020;Rumpel
BL3050021;Rumpel
BL3050016;Rumpel
BL3070008;Rumpel
BL1020002;Rumpel
BL3050017;Rumpel
BL3050018;Rumpel
BL3050022;Rumpel
BL3050023;Ried
BL2020502;Hag
BL3040037;Dittinger Weide
BL3040036;Dittinger Weide
BL3040029;Dittinger Weide
BL3040030;Dittinger Weide
BL3040033;Dittinger Weide
BL3040031;Dittinger Weide
BL3040035;Dittinger Weide
BL3040040;Dittinger Weide
BL3040032;Dittinger Weide
BL3040039;Dittinger Weide
BL3040034;Dittinger Weide
BL3040038;Dittinger Weide
BL3040001;Holingen
BL3040002;Holingen
BL3010003;Holingen
BL3010002;Holingen
BL3030002;Holingen
BL3030003;Holingen
BL3010001;Holingen
BL3040003;Horn
BL2020001;Leimet
BL3060002;Leimet
BL3050003;Leimet
BL3050004;Leimet
BL3060001;Leimet
BL3050005;Dübach
BL2020004;Fridhag
BL2020005;Fridhag
BL2020006;Fridhag
BL2020011;Erhollen
BL2020010;Erhollen
BL2020012;Erhollen
BL2020013;Erhollen
BL2020014;Hell
BL2020015;Hell
BL3070003;Hell
BL3070002;Hell
BL3070001;Hell
BL2020016;Albach
BL2020017;Albach
BL2020021;Oltme
BL2020022;Oltme
BL2020024;Oltme
BL2020023;Oltme
BL2020020;Oltme
BL2020027;Liesbergweid
BL2020026;Liesbergweid
BL2020025;Liesbergweid
BL3050027;Moos
BL3050026;Moos
BL3050028;Sägemühle
BL3050029;Sägemühle
BL3050030;Sägemühle
BL2030504;Fieleten
BL2030505;Fieleten
BL2030506;Fieleten
BL3040016;Fieleten
BL3040015;Fieleten
BL3040017;Fieleten
BL3040014;Fieleten
BL3070023;Wildenstein
BL2020008;Wildenstein
BL3010009;Chilpen
BL3070024;Chilpen
BL3010010;Chilpen
BL3070009;Chilpen
BL3010012;Chilpen
BL3070011;Chilpen
BL3070010;Chilpen
BL1020001;Langenrain
BL2030501;Rain
BL2030502;Rain
BL2020101;Rain
BL2030503;Rain
BL3070005;Bogental
BL3070007;Bogental
BL3070006;Bogental
BL3070012;Hinter Geissberg
BS3010001;Wiesengriener
BS3010007;Elsässer Bahn
BS3010009;Schwarzpark
BS3010008;Elsässer Bahn
BS3010010;Brügglingen
BS3010013;Zwölf Jucharte
BS3010002;Tal
BS3010003;Tal
BL2020501;Wizleste
SG2030014;Rüti
SG2070011;Rheindamm Bendern
SG3050013;Linthdamm
SG2110005;Hinterbetlis
SG3050016;Plättli
SG3050015;Haslengaden
SG2020008;Berg
SG3050012;Grütt
SG2110004;Hinterer Josen
SG2030008;Hinterer Josen
SG3080001;Schloss
SG3020005;Eichbühl
SG2070025;Portnol
SG2070007;Verlüls
SG3050027;Capätsch
SG2090006;Ruine Wartau
SG2020004;Sonnenberg
SG3060025;Lochberg
SG3080025;Hinterspina
SG3080028;Hinterspina
SG3080029;Hinterspina
SG3080027;Hinterspina
SG3080026;Hinterspina
SG3080030;Älpeli
SG3080031;Vorderspina
SG3080032;Heiligkreuz
SG2030010;Engen
SG2030011;Engen
SG2070017;Bergweid
SG3080023;Ruine Freudenberg
SG3080008;Ruine Freudenberg
SG2030012;Ruine Freudenberg
SG3080021;Ruine Freudenberg
SG3080024;Ruine Freudenberg
SG3080003;Ruine Freudenberg
SG2060018;Tal
SG2090019;Valenserberg
SG2090031;Vättis Pardätsch
SG2090030;Vättis Pardätsch
SG2090029;Vättis Pardätsch
SG3060050;Rofanätschli
SG2100052;Rheindamm Schwetti
SG2100062;Rheindamm Trübbach
SG2130014;Rittersberg
SG2130017;Rittersberg
SG2130012;Rittersberg
SG3050025;Rittersberg
SG2130013;Rittersberg
SG2130016;Rittersberg
SG3060004;Rittersberg
SG3060006;Rittersberg
SG2130018;Rittersberg
SG3050026;Rittersberg
SG3080010;Cholholz
SG2030003;Cholholz
SG3080018;Cholholz
SG3080016;Cholholz
SG3080009;Cholholz
SG3080011;Cholholz
SG2030001;Cholholz
SG3050021;Faren
SG3050019;Faren
SG3050022;Faren
SG3050020;Faren
SG3050018;Faren
SG2130011;Buechlet
SG2130010;Buechlet
SG2130007;Buechlet
SG2130006;Buechlet
SG2130009;Buechlet
SG2030007;Schilt
SG2030006;Schilt
SG2090218;Landig
SG2090219;Landig
SG3050024;Landig
SG2090010;Major
SG2090014;Major
SG2090011;Major
SG3020004;Major
SG2090013;Major
SG2020001;Danggabünt
SG2020002;Danggabünt
SG2060006;Plattis-Chopf
SG2060005;Plattis-Chopf
SG2060004;Malin
SG2060002;Malin
SG2060003;Malin
SG2080017;Grüt
SG2080003;Grüt
SG2080013;Grüt
SG2080002;Grüt
SG2080014;Grüt
SG2080004;Grüt
SG2080016;Grüt
SG2080006;Grüt
SG2080008;Grüt
SG2080007;Grüt
SG2080005;Grüt
SG2080015;Grüt
SG2020024;Rollibach
SG3060016;Saxerberg
SG3060017;Saxerberg
SG3060001;Langhalde
SG3060009;Langhalde
SG3060008;Langhalde
SG2120003;Langhalde
SG3060013;Langhalde
SG3060011;Langhalde
SG3060012;Langhalde
SG3060010;Langhalde
SG2120001;Langhalde
SG2030015;Langhalde
SG3060007;Langhalde
SG3060018;Goodenberg
SG3060024;Goodenberg
SG3060019;Goodenberg
SG2070031;Rheindamm Ruggell
SG2070021;Chrüzboden
SG2070020;Chrüzboden
SG2070023;Chrüzboden
SG2070022;Chrüzboden
SG2090025;Valenserberg Gletti
SG2090023;Valenserberg Gletti
SG3060047;Egg
SG3060048;Egg
SG2020017;Planggen
SG2110024;Planggen
SG2020015;Planggen
SG3050030;Planggen
SG3050029;Planggen
SG2020018;Planggen
SG2020019;Planggen
SG2110022;Planggen
SG2020020;Planggen
SG2020023;Planggen
SG2020022;Planggen
SG2110023;Planggen
SG2020021;Planggen
SG2020016;Planggen
SG2110021;Guger
SG2110020;Guger
SG2070012;Rheindamm Sennwald
SG2070014;Rheindamm Sennwald
SG2070032;Rheindamm Rheinau
SG2100016;Rheindamm Rheinau
SG2100007;Rheindamm Burgerau
SG2100011;Rheindamm Burgerau
SG2100057;Rheindamm Burgerau
SG2100018;Rheindamm Burgerau
SG2110002;Rheindamm Burgerau
SG2090168;Rheindamm Sevelen
SG2090008;Rheindamm Sevelen
SG2090009;Rheindamm Sevelen
SG2100058;Rheindamm Sevelen
SG2100063;Rheindamm Sarganser Au
SG2060013;Rheindamm Sarganser Au
SG2100053;Rheindamm Sarganser Au
SG2100060;Rheindamm Sarganser Au
NW1020030;Chilchstein
NW2030004;Acheregg
NW1090037;Chatzenstrick
NW1090036;Chatzenstrick
NW1090035;Chatzenstrick
NW1090034;Chatzenstrick
NW1080017;Platten
NW1090038;Laucheren
NW1060030;Klewenstock
NW1080013;Klewenstock
NW1100025;Muetergotteswald
NW1100019;Muetergotteswald
NW1100023;Muetergotteswald
NW1100024;Muetergotteswald
NW1090020;Stanserhorn
NW1090021;Stanserhorn
NW1090013;Stanserhorn
NW1090022;Stanserhorn
NW1090015;Stanserhorn
NW1090014;Stanserhorn
NW1090019;Stanserhorn
NW1090018;Stanserhorn
NW1060021;Stanserhorn
NW1090017;Stanserhorn
NW1060023;Stanserhorn
NW1060027;Stanserhorn
NW1060024;Stanserhorn
NW1060028;Stanserhorn
NW1060025;Stanserhorn
NW1060022;Stanserhorn
NW1060026;Stanserhorn
NW1090039;Lang Hütte
NW1060038;Wigerts
NW1020039;Plütschgen
NW1020038;Plütschgen
NW1020040;Plütschgen
NW1080010;Brüggenhalten
NW2030011;Brüggenhalten
NW1020037;Gigi
NW1020011;Gibel
NW1020012;Gibel
NW1020019;Geren
NW1020018;Heuwet
NW1080005;Ronengrat
NW1080002;Ronengrat
NW1080003;Ronengrat
NW1080007;Ronengrat
NW1080004;Ronengrat
NW1020010;Ronengrat
NW1020046;Arvigrat
NW1020047;Arvigrat
NW1020042;Ängistafel
NW2030010;Schwand
NW1060011;Schwand
NW1100021;Unterst Geberts
NW1020044;Vorderer Rossboden
NW1020043;Vorderer Rossboden
NW1020048;Vorderer Rossboden
NW1100022;Ober Alpeli
NW2020501;Ober Alpeli
NW1060016;Ober Alpeli
NW1060017;Zingeli
NW1020004;Flüemattli
NW1060037;Hüethütte
NW1020053;Hüethütte
NW1020051;Hüethütte
NW1020052;Hüethütte
NW1020054;Hüethütte
NW1020049;Hüethütte
NW1100028;Hüethütte
NW1090040;Rosswang
NW1020055;Rosswang
NW1090041;Rosswang
NW1090026;Stalden
NW1090016;Hirtplanggen
NW1060008;Ächerli
NW1060007;Ächerli
NW1090005;Vorder Stäckenmatt
NW2030012;Vorder Stäckenmatt
NW1060004;Stöckmatt
NW1060003;Stöckmatt
NW2030001;Stöckmatt
NW1060001;Stöckmatt
NW1060006;Stöckmatt
NW1090002;Geissholz
NW1090004;Geissholz
NW1090007;Geissholz
NW1090003;Geissholz
NW1090001;Geissholz
NW1020029;Schwandenberg
NW1020028;Schwandenberg
NW1020024;Ligg
NW1020027;Ligg
NW1020026;Ligg
NW1020025;Ligg
NW2030003;Niderhusen
NW1100005;Niderhusen
NW1020033;Brändlisweid
NW1020036;Brändlisweid
NW1020041;Brändlisweid
NW1020034;Brändlisweid
NW1020035;Brändlisweid
NW1020013;Unteralp
NW1020014;Unteralp
NW1060014;Oberst Geberts
NW1060015;Oberst Geberts
NW1060013;Oberst Geberts
NW1060012;Oberst Geberts
NW1060018;Ifängi
NW1090010;Ifängi
NW1090012;Ifängi
NW1090011;Ifängi
NW1100016;Büelen
NW1100015;Büelen
NW1100013;Büelen
NW1100014;Büelen
NW1100012;Büelen
NW1100020;Rotihalten
NW1100017;Rotihalten
NW1100018;Rotihalten
NW1100011;Rotihalten
SG3050104;Rossfallen
SG2070101;Oberberg
SG2070100;Oberberg
SG2070102;Oberberg
SG2070112;Ober Schwendi
SG2070110;Brand
SG2090137;Oberstein
SG2090135;Oberstein
SG2090133;Oberstein
SG2070109;Breiten
SG2090130;Ruine Neutoggenburg
SG2090140;Töbeliberg
SG2090143;Töbeliberg
SG2090147;Töbeliberg
SG2090146;Töbeliberg
SG2090139;Töbeliberg
SG2090149;Töbeliberg
SG2090148;Töbeliberg
SG3050118;Schnebelhorn
SG3050119;Schnebelhorn
SG2070127;Schwamm
SG2070128;Chellenspitz
SG2070129;Schochen
SG2070130;Schochen
SG2090160;Flisalp
SG2090165;Walau
SG2090166;Obloch
SG2070136;Stadtner Lüsis
SG2070137;Stadtner Lüsis
SG2070145;Breitplangg
SG2070144;Breitplangg
SG2070140;Chegelplatz
SG2070142;Chegelplatz
SG2070143;Falggelen
SG1020002;Halden
SG1020003;Grund
SG2090228;Silberbüel
SG2090222;Neuau
SG2090210;Rüfenen
SG2090209;Rüfenen
SG2030019;Chapf
SG2030017;Küeschtewasen
SG2060112;Vordere Better
SG2030016;Vordere Better
SG3080060;Better
SG3080049;Better
SG2020030;Eidenen
SG1020030;Stauberenfirst
SG1020032;Stelli
SG2030022;Stoss
SG2030021;Saxer Heuberge
SG3080052;Sonnenbüchel
SG2030020;Planggen
SG2090236;Alplichopf
SG1020033;Schwanten
SG2020031;Ruestelplangg
SG3080055;Laubegg
SG3080054;Schlag
SG3080058;Garadur
SG2070152;Hoch Chapf
SG2070153;Hoch Chapf
SG3080045;Bodmen
SG3080046;Bodmen
SG3080047;Bodmen
SG3080035;Grossweid
SG3080034;Grossweid
SG1020005;Hofen
SG1020006;Hofen
SG1020007;Hofen
SG2030018;Bärenlöcher
SG2060114;Suulöcher
SG2060113;Suulöcher
SG2090215;Rüssel
SG2090216;Rüssel
SG2100056;Rheindamm Rheinau
SG2100059;Rheindamm Alberwald
SG2100051;Rheindamm Alberwald
SG2100050;Rheindamm Alberwald
SG3050005;Rheindamm Melser Au
SG3050006;Rheindamm Melser Au
SG2060011;Rheindamm Melser Au
SG3050007;Rheindamm Melser Au
SG2060012;Rheindamm Melser Au
SG1020036;Planggi
SG1020037;Planggi
SG1020035;Planggi
SG3120002;Schären
SG3120001;Schären
GE6060016;Cologny
GE6060062;Cologny
GE6060012;La Meure
GE6060018;Le Martinet
GE6060019;Le Martinet
GE6060021;Plattières
GE6060030;Punais
GE6060053;Aux Pilles
GE6060052;Mauregard
GE6060027;En Gottet
GE6060043;Narmeux
GE6060014;Vers Vaux
GE6060036;Les Baillets
GE1090003;Sur la Tourne
GE1090002;Sur la Tourne
GE1090004;Les Granges
GE1090001;Les Granges
GE1090005;Missezon
GE3010007;Le Moulin
GE3070012;Le Moulin
GE1090006;Malval
GE3010011;Les Îles
GE3070015;Les Îles
GE1090007;Les Baillets
GE1090008;Les Baillets
GE3010009;Petite Afrique
GE3010008;Petite Afrique
GE1090011;La Forge
GE1100004;Les Melottes
GE1090012;Les Melottes
GE3010003;Moulin de Vert
GE3010005;Moulin de Vert
GE3010004;Moulin de Vert
GE3010006;Moulin de Vert
GE3090005;Moulin de Vert
GE3090006;Moulin de Vert
GE3010002;La Coulouvrière
GE6060040;La Coulouvrière
GE3070016;Racleret
GE3010001;Racleret
GE3010023;Verbois
GE3010024;Sous la Côte
GE3070002;Champ Coquet
GE3070005;Champ Coquet
GE3070001;Champ Coquet
GE3070008;Champ Coquet
GE3070003;Crêt Boule
GE3070004;Crêt Boule
GE3070007;Crêt Boule
GE3070006;Crêt de Mandole
GE3010022;Crêt de Mandole
GE6060023;Chânières
GE3010020;Chânières
GE3010021;Brequanne
GE3070014;Courtille
GE3070013;Courtille
GE3070011;Bois de la Pesse
FR1100001;Sugiez
FR1080001;Nant-Dessus
FR3030001;Nant-Dessus
FR1060005;Nant-Dessus
FR1060004;Champ Ribaud
FR1060003;Champ Ribaud
FR1060001;Champ Ribaud
FR1060002;Champ Ribaud
FR1020003;Maison de Commune
FR1020004;Les Neigles
FR1020010;Montivert
FR1090044;Neirvaux
FR1080014;Fayaule
FR1100002;Vieux Châtel
FR3030007;Corbières
FR1020036;La Guille
FR1020035;La Guille
FR1080026;La Savoleire
FR1080027;La Savoleire
FR1020033;La Savoleire
FR1020034;La Savoleire
FR1080050;La Savoleire
FR1080015;Joulin
FR1080016;Venettes
FR1020026;Les Utsets
FR1020027;Les Esserts Uldry
FR1090025;Ciernedon
FR1060015;La Côte
FR1060014;Maumochy
FR1090050;Plan de Tissiniva
FR1090051;Plan de Tissiniva
FR1090049;Grande Oudèche
FR1090048;Petit Croset
FR1130998;Les Rontins
FR1130999;Les Rontins
FR1090022;Les Rontins
FR1090021;Les Rontins
FR1090020;Les Rontins
FR1090053;La Case
FR1090052;La Case
FR1090138;Belles Raies
FR1080029;Belles Raies
FR1020014;Belles Raies
FR1080024;Plan Carré
FR1020023;Les Dovalles
FR1020016;Les Cressets
FR1020017;Les Cressets
FR1090023;Haut Letron
FR1090031;Haut Letron
FR1090029;Haut Letron
FR1090026;Haut Letron
FR1090030;Haut Letron
FR1090027;Haut Letron
FR1020024;Haut Letron
FR1020028;Chabloz Derrey
FR1090041;L'Ombriau d'en Bas
FR1090040;Vanil Blanc
FR1090038;Vanil Blanc
FR1090039;Vanil Blanc
FR1090032;Sex d'Amont
FR1020029;Les Tannes
FR1020021;Les Tannes
FR1090028;Prés d'Albeuve
FR1060036;Chenalette
FR1060012;Montbovon
FR1060021;Montbovon
FR1060020;Montbovon
FR1060039;Grosse Orgevalette
FR1060034;Orgevaux
FR1060028;Motélon d'Avau
FR1060023;Motélon d'Avau
FR1060022;Motélon d'Avau
FR1060026;Motélon d'Avau
FR1060024;Motélon d'Avau
FR1060033;Combe d'Allières
FR3030002;Plan Châtel
FR1090004;Plan Châtel
FR1090005;Plan Châtel
FR1090002;Plan Châtel
FR1020019;Sous Mussillens
FR1020020;Sous Mussillens
FR1090006;Le La
FR1090007;Le La
FR3030005;Charmont
FR1100003;Charmont
FR1100008;Le Devin
FR1100007;Le Devin
FR1020022;Cerniat
FR1020025;Cerniat
FR1060006;Clos Richoz
FR3030003;Clos Richoz
FR3030004;Clos Richoz
FR1090015;Les Lésins
FR1090014;Les Lésins
FR1090013;Les Lésins
FR1090016;Les Lésins
FR1090047;Brenleire Dessous
FR1080023;Gros Moléson
FR1080022;Gros Moléson
FR1080025;La Challa
FR1020031;Teysachaux
FR1020032;Teysachaux
FR1020008;Le Roc
FR1020006;Le Roc
FR1020007;Le Roc
FR1020018;Le Roc
FR1020009;Le Roc
FR1060040;Le Coula
FR1060041;Le Coula
FR2030004;Cuvigné
FR2030003;Servan
FR1090033;Servan
FR1090037;Servan
FR1090034;Servan
FR1090043;Dent de Lys
FR1090042;Dent de Lys
FR1020012;Petit Malessert
FR2030002;Petit Malessert
FR1020011;Petit Malessert
FR2030001;Chaudzerya
FR1020030;Chaudzerya
FR1090137;Chaudzerya
FR1060038;Chenau
FR1060037;Chenau
FR1060030;Aveneyre
FR1060029;Aveneyre
FR1060032;Bonaudon du Milieu
FR1060031;Bonaudon du Milieu
FR1090132;Grand Chalet
FR1090119;Euschels
FR1090118;Euschels
FR1090120;Euschels
FR1060123;Spitzflue
FR1090131;Pointe de Balachaux
FR1090115;Fochsen
FR1090123;Mittler Chüeboden
FR1090124;Mittler Chüeboden
FR1090125;Mittler Chüeboden
FR1090126;Mittler Chüeboden
FR1090130;Mittler Chüeboden
FR1090129;Balachaux
FR1090117;Ritzlialp
FR1090116;Ritzlialp
FR1090121;Pletscha
FR1090112;Chörbli
FR1090111;Chörbli
FR1090113;Gerstera
FR1090110;Ob. Jansegg
FR1090109;Ob. Jansegg
FR1060103;Chaux de Férédetse
FR1060104;La Jaquetta Dessous
FR1090108;Vorder Maischüpfen
FR1090105;Schoresberg
FR1090106;Schoresberg
FR1060105;Les Raveires
FR1090107;Dürry
FR1090103;Perlersweide
FR1090104;Stützli
FR1090114;Gross Rüggli
FR1060109;Litemard
FR1060110;Grands Feniveis d'Amont
FR1060106;Grands Feniveis d'Amont
FR1090127;Chaux du Lapé
FR1090128;Chaux du Lapé
FR1060108;Le Liti
FR1060107;Le Liti
FR1090135;Hochmatt
FR1060115;Le Rosy d'Amont
FR1060117;Les Râpes Dessus
FR1060113;Le Rosy d'Avau
FR1060118;Vacheresse
FR1060116;Les Râpes Dessous
FR1060121;Le Moléson
FR1090133;Tsuatsaux d'en Haut
FR1060120;Bounavaux
FR1060119;Bounavaux
FR1060112;Bounavaux
FR1090134;Petsernetse
FR1060127;Petsernetse
FR1060128;Tsavas
FR1060122;Joux Verte Dessus
FR1060111;Les Ontanettes
FR1060126;Col de Lys
FR1060125;Col de Lys
FR2020002;Les Planeys du Milieu
FR2020001;Jorat d'Amont
FR1090136;Pierra Derrey
TI3070201;Da l'Ovi
TI3070202;Da l'Ovi
TI3070203;Da l'Ovi
TI3070205;Da l'Ovi
TI3070204;Da l'Ovi
TI2020501;Sul Sasso
TI2020502;Sul Sasso
TI3070037;Lionza
TI3070039;Lionza
TI3070040;Lionza
TI3070038;Lionza
TI3070036;Lionza
TI4020116;Bolla
TI3030070;Preda di Ganosa
TI3070057;Preda di Ganosa
TI3070056;Preda di Ganosa
TI3070058;Preda di Ganosa
TI3030065;Preda di Ganosa
TI3030071;Preda di Ganosa
TI4020068;Fornéi
TI4020066;Fornéi
TI4020067;Fornéi
TI4020069;Fornéi
TI3030068;Fornéi
TI1070039;Fornéi
TI4020070;Fornéi
TI3030066;Fornéi
TI1070038;Fornéi
TI3030067;Fornéi
TI1070037;Ronchetto
TI1070036;Camperio
TI4010028;M. di Vento
TI4020103;Soz
TI1070050;Orello
TI4020108;Orello
TI4020109;Orello
TI4020110;Orello
TI4020107;Orello
TI4010027;Predèlp
TI4010040;Pianezza
TI4010039;Pianezza
TI4010041;Pianezza
TI4020092;Bidré
TI4020093;Bidré
TI4020065;Ticiall
TI3070064;Tortengo
TI3070018;Ponto Valentino
TI4020029;S. Carlo di Negrentino
TI4020021;S. Carlo di Negrentino
TI4020031;S. Carlo di Negrentino
TI4020026;S. Carlo di Negrentino
TI4020027;S. Carlo di Negrentino
TI4020022;S. Carlo di Negrentino
TI4020015;S. Carlo di Negrentino
TI4020030;S. Carlo di Negrentino
TI4020014;S. Carlo di Negrentino
TI4020024;S. Carlo di Negrentino
TI4020025;S. Carlo di Negrentino
TI1070013;Campiroi
TI4020089;Doro
TI3070020;Bedrin
TI3070025;Brione
TI4020047;Monte
TI3070015;Canedo
TI4010007;Canscei
TI4020013;Colla
TI4010016;Fescoggia
TI1070012;Rovadé
TI3070009;S. Evasio
TI3020001;Pinca Zuccone
TI3020002;Berretta
TI4020011;Lunghi
TI4010019;Orsàira di Fuori
TI4010018;Orsàira di Fuori
TI4020071;Töira
TI1070032;Töira
TI1070033;Töira
TI1070031;Töira
TI1070034;Töira
TI1070035;Töira
TI1140003;Töira
TI3030073;Töira
TI1070048;Cassina
TI1070047;Cassina
TI1070045;Cassina
TI1070044;Cassina
TI1070046;Cassina
TI4010030;Croce
TI4010029;Croce
TI3070046;Campra di Qua
TI3070045;Campra di Qua
TI3070047;Campra di Qua
TI3070048;Campra di Qua
TI3070051;Campra di Qua
TI3070050;Campra di Qua
TI3070049;Campra di Qua
TI4020101;Fontana
TI4020102;Fontana
TI4020100;Fontana
TI4020099;Fontana
TI4020106;Soria Sopra
TI4020104;Soria Sopra
TI4020105;Soria Sopra
TI4010036;Nostengo
TI4010034;Nostengo
TI4010038;Nostengo
TI4010033;Nostengo
TI4010037;Nostengo
TI4010032;Nostengo
TI4010031;Nostengo
TI4010035;Nostengo
TI3070065;Rossinengo
TI3070068;Rossinengo
TI3070066;Rossinengo
TI3070067;Rossinengo
TI3070054;Gorda di Sotto
TI3070055;Gorda di Sotto
TI4010023;Gorda di Sotto
TI3070052;Gorda di Sopra
TI4010022;Gorda di Sopra
TI3070053;Gorda di Sopra
TI4010021;Gorda di Sopra
TI3070063;Chingéi
TI3070069;Chingéi
TI4020077;Premesti
TI4020076;Premesti
TI4020075;Premesti
TI4020074;Premesti
TI4020073;Premesti
TI4020072;Premesti
TI3070017;Trascis
TI3020005;Trascis
TI4020090;San Lorenzo
TI4020091;San Lorenzo
TI4020018;Suréi
TI4020020;Suréi
TI4020016;Suréi
TI4020017;Suréi
TI4020019;Suréi
TI1070014;Ciossera
TI1070015;Ciossera
TI3020006;Ciossera
TI4020121;Ca del Cucco
TI3030061;Ca del Cucco
TI4020119;Ca del Cucco
TI4020117;Ca del Cucco
TI4020118;Ca del Cucco
TI4020123;Ca del Cucco
TI4020122;Ca del Cucco
TI4020120;Ca del Cucco
TI4020124;Ca del Cucco
TI3030060;Ca del Cucco
TI3030058;Ca del Cucco
TI4020125;Ca del Cucco
TI3030059;Ca del Cucco
TI3030063;Ca del Cucco
TI4020081;Tros
TI4020079;Tros
TI4020080;Tros
TI4020086;Pianzei
TI4020082;Pianzei
TI4020085;Pianzei
TI4020083;Pianzei
TI4020087;Pianzei
TI4020084;Pianzei
TI4020088;Pianzei
TI4010024;Solgone
TI4010025;Solgone
TI4020078;Solgone
TI2020504;Solgone
TI1070040;Tasbèi
TI1070041;Tasbèi
TI1070042;Tasbèi
TI3070062;Tücc nev
TI3070061;Tücc nev
TI3070060;Tücc nev
TI3070059;Tücc nev
TI1070005;Grotti di Loderio
TI1070008;Grotti di Loderio
TI1070009;Grotti di Loderio
TI1070007;Grotti di Loderio
TI1070006;Grotti di Loderio
TI1070004;Grotti di Loderio
TI1070003;Grotti di Loderio
TI3020004;Grotti di Loderio
TI1070001;Grotti di Loderio
TI3030002;Iragna
TI3030001;Iragna
TI4010003;Aurigeno
TI3030005;Aurigeno
TI3070003;Torbeccio
TI3070005;Torbeccio
TI3070004;Torbeccio
TI4020051;Prou
TI4020057;Cortone
TI4020056;Cortone
TI4020035;Monte di Comino
TI4020038;Monte di Comino
TI4020037;Monte di Comino
TI1070029;Melera
TI1070019;Melera
TI3070023;Melera
TI1070026;Melera
TI1070018;Melera
TI1070020;Melera
TI1070025;Melera
TI3070030;Carena
TI3070031;Carena
TI1070028;Carena
TI3050503;Carena
TI1070027;Carena
TI3070029;Carena
TI4010013;Monte di Comino
TI4010015;Monte di Comino
TI4010012;Monte di Comino
TI4010014;Monte di Comino
TI1070023;Sasséll
TI1070021;Sasséll
TI1070022;Sasséll
TI1070010;Castra
TI1070011;Castra
TI3070012;Arogno
TI3070013;Arogno
TI3020003;A. Vicania
TI9010001;Ex Aeroporto
TI1070072;Guasto
TI1070131;Acquacalda
TI3030036;Cassin
TI3070112;Denti della Vecchia
TI3030041;Denti della Vecchia
TI1070130;Denti della Vecchia
TI3070111;Denti della Vecchia
TI3030040;Denti della Vecchia
TI3070113;Denti della Vecchia
TI3070077;Monte Caslano
TI3070110;Monte Caslano
TI1070083;Monte Caslano
TI3070076;Monte Caslano
TI1070084;Monte Caslano
TI3030014;Monte Caslano
TI3070075;Monte Caslano
TI3070115;Monte Generoso
TI3070117;Monte Generoso
TI1070110;Monte Generoso
TI3070116;Monte Generoso
TI3070114;Monte Generoso
TI1070103;Corengiole
TI1070101;Scudellate
TI3070095;Scudellate
TI3070096;Scudellate
TI1070102;Scudellate
TI1070104;Segoletto
TI1070105;Segoletto
TI3070089;Roncapiano
TI3030023;Piancabella
TI3030024;Dosso d'Arla
TI1070085;Monte San Giorgio
TI1070091;Monte San Giorgio
TI1070095;Monte San Giorgio
TI1070088;Monte San Giorgio
TI1070087;Monte San Giorgio
TI1070133;Monte San Giorgio
TI1070089;Monte San Giorgio
TI1070090;Monte San Giorgio
TI1070092;Monte San Giorgio
TI1070086;Monte San Giorgio
TI1070096;Monte San Giorgio
TI1070132;Monte San Giorgio
